respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.10626624798254275,0.27843078543583
26708,0.05963641505205829,0.04782786235456719
26709,0.3195374979510947,0.7145587311632019
26710,0.4394222368144417,0.8175724886984359
26711,0.16495675731168424,0.5177998890270514
26712,0.4579747628481188,0.9169880352921387
26713,0.40861569194890573,0.5
26714,0.14997057895474644,0.24719446692226807
26715,0.06328587180402649,0.18639231356720032
26716,0.23001328816488792,0.8674065395568757
26717,0.019946265991881353,0.22242878881487882
26718,0.2701692127135401,0.45479491346996365
26719,0.14068326589031468,0.9012720843059032
26720,0.1337357934359406,0.2762912300281526
26721,0.3727895048812211,0.2578246045402553
26722,0.09021535804091961,0.1327666265593859
26723,0.5550129974366829,0.8324824414155869
26724,0.10958235963492376,0.8692130654623147
26725,0.035709555463181775,0.09408987897868165
26726,0.029215181458204342,0.025428475967782492
26727,0.3184510684322782,0.8092562928138528
26728,0.23199812042594184,0.5219246732021564
26729,0.7032420279144118,0.8742860249803494
26730,0.04800284722321882,0.14951829042297982
26731,0.03730890275977597,0.43464732316807725
26732,0.1890359549965737,0.09489272080623759
26733,0.8762089995335544,0.9377981055991697
26734,0.7812752362233093,0.38969263650851
26735,0.19849633583890763,0.6117124960985396
26736,0.07273133812873356,0.20347616960448364
26737,0.10931836583593224,0.08261772140088183
26738,0.5709118612855729,0.8611921466402057
26739,0.17363952665792304,0.35020439031003864
26740,0.14664949711521294,0.15417984533261062
26741,0.15935424637312415,0.8969969024130042
26742,0.18366603368624188,0.3426234857073011
26743,0.12739461209568256,0.5537492272156934
26744,0.10198757314941365,0.6360672990612737
26745,0.08369396842749098,0.9443391949000594
26746,0.23009619144757862,0.42667975224407456
26747,0.060539219630444466,0.16072711662718564
26748,0.061251509589856694,0.041997498397828875
26749,0.14133458918511813,0.5574613120753105
26750,0.6387610250512304,0.8796420384937367
26751,0.27295657470842516,0.7173852803492689
26752,0.021679186509716303,0.02551099312677088
26753,0.19891492713627998,0.6632603827043047
26754,0.17597443039172042,0.5895801931327744
26755,0.1226340423205456,0.4386146689796338
26756,0.03626795207607353,0.06012905229822961
26757,0.33185430702145363,0.34927675032947986
26758,0.7243826702354913,0.8953859002725213
26759,0.0258907815066476,0.18786458304129222
26760,0.02658713361526844,0.029498792677126098
26761,0.1890508785144686,0.7134485770897699
26762,0.1935723136904457,0.8181242136155167
26763,0.8238616347045584,0.9584682982773437
26764,0.9105463987285585,0.9450549061971775
26765,0.04596991703837931,0.6823018732463707
26766,0.17450371908268264,0.14867264696113158
26767,0.6482826131461321,0.7829356255791536
26768,0.01805796399530536,0.33927898786852145
26769,0.06784339612129647,0.20517185327141813
26770,0.09372654133431767,0.5467786640018716
26771,0.06007483738251519,0.16337220350438217
26772,0.11929748163880678,0.3608695461994374
26773,0.02747552422666534,0.5535636613118284
26774,0.05569252972316553,0.5759162337872284
26775,0.11933700713975642,0.49469374050031056
26776,0.3469871774001333,0.3183769156333897
26777,0.07979027762205845,0.9309971387568033
26778,0.06978815844161439,0.07686980947324573
26779,0.13994651145967277,0.5396192404571937
26780,0.12983727152471,0.8610609419522094
26781,0.08827852451194669,0.5050668003470657
26782,0.04174476230682073,0.3283326282466814
26783,0.058174761918801096,0.29767217818723707
26784,0.373962397823789,0.8701194128584663
26785,0.41572787889402507,0.8025597360660747
26786,0.13400125895834128,0.22665072048487908
26787,0.13808689646464914,0.4305784303336471
26788,0.19996270919954715,0.8243536020152018
26789,0.019835914039504077,0.24698381935722613
26790,0.06228552046079009,0.35776316817403864
26791,0.06684954262507853,0.1721917547819506
26792,0.16001895474277028,0.6944047629837887
26793,0.15322564684617643,0.8803931567781084
26794,0.6470447776873347,0.8395223769302057
26795,0.0734360542629538,0.9654841850379208
26796,0.044316020818028184,0.07151364849521186
26797,0.12068950108055432,0.6250594851909922
26798,0.18585776957164007,0.18874324184749391
26799,0.2779898546726914,0.3296101307542785
26800,0.05427310077968853,0.9032700781635916
26801,0.2787018296883655,0.38007185546172617
26802,0.10057953250118638,0.14079736138744547
26803,0.061361859684413544,0.19548719003081094
26804,0.05803065530805356,0.10206560386168899
26805,0.08441537872663515,0.23419164234812015
26806,0.08462781971969643,0.8933565151152966
26807,0.6136800650857162,0.9362892629739088
26808,0.41511059841544046,0.6579022122178328
26809,0.5165230841342404,0.1002599810721836
26810,0.0497012058326023,0.10608550306748689
26811,0.054271852695581636,0.06020876974314168
26812,0.1800218008501362,0.7433914726147084
26813,0.3975656096669511,0.3619619615026078
26814,0.05972034035945965,0.5098168735671379
26815,0.06815058363573656,0.07374975395156769
26816,0.047604021161692114,0.14947834586493994
26817,0.15358775735926922,0.8172918307483154
26818,0.05899752182209929,0.18828440626365592
26819,0.2885601196475076,0.2669096478566344
26820,0.12834550655564747,0.31147984996388
26821,0.15934061748423156,0.6818001453604242
26822,0.2800146137330662,0.669132323261682
26823,0.6039366952288698,0.5242850072322263
26824,0.07765706359206223,0.6136777855370269
26825,0.4205286540088175,0.6705118811035354
26826,0.11637144797179354,0.7687271281387663
26827,0.0527589896934279,0.16828766954771446
26828,0.18124484003692867,0.7555680409439306
26829,0.5736419394152449,0.8783225200586494
26830,0.09493776623707213,0.9067810774314085
26831,0.24361460380424407,0.86652203572893
26832,0.12101220905148577,0.8526385476868584
26833,0.014176597958240156,0.4023885000227625
26834,0.10107101480452384,0.41264691951522514
26835,0.35827538569496775,0.9241732986128698
26836,0.2313500089488154,0.6936646732563927
26837,0.06930165442765766,0.013491851327395984
26838,0.11385378630783567,0.3915188987949372
26839,0.22156305094679812,0.44953477184551854
26840,0.0919879247921678,0.07176156447639184
26841,0.42876515883714755,0.7887305655554512
26842,0.1856977287816257,0.311157568422173
26843,0.037663322097764886,0.009281140610974901
26844,0.06507718779279748,0.6263716991313534
26845,0.057217712851732196,0.5674260648733754
26846,0.10454322872612846,0.8141866710056184
26847,0.10750725974134666,0.10464863765273458
26848,0.059395526111063635,0.7270738615323004
26849,0.18373943826526964,0.47868340598937786
26850,0.35754222556767307,0.558400534882137
26851,0.05624649322075353,0.06717291434374341
26852,0.045467822319523066,0.14542105658271282
26853,0.49183122694957615,0.5262772332375584
26854,0.02243738079810133,0.10008367927639815
26855,0.5798942584358917,0.8300669569588125
26856,0.11058010367537012,0.028344082440038536
26857,0.38760067462492953,0.12797821596367356
26858,0.1919578436674359,0.5977226371294424
26859,0.061711775677541415,0.1293119831239332
26860,0.170755985906742,0.06895938565246958
26861,0.10340677595745297,0.10916489018844722
26862,0.09828078965295234,0.40327459942812083
26863,0.21964615961322587,0.46860592631773884
26864,0.41660281487337864,0.3469806646485901
26865,0.03682733307194332,0.07116521552769095
26866,0.2317822381054951,0.6479012892526828
26867,0.17608518431389383,0.17451232474025202
26868,0.6990145919867906,0.9263416222271179
26869,0.11839851687820292,0.3195852700214254
26870,0.5,0.8305000258580969
26871,0.03607967649367549,0.06149321087726725
26872,0.03424905167314508,0.19484947289747603
26873,0.1417653333123271,0.7678477700347519
26874,0.04137910795297094,0.0641240316235263
26875,0.49484616902019896,0.9007209359462843
26876,0.04894370181041032,0.049915563754106794
26877,0.03406558187440464,0.13778041754903197
26878,0.09280100094149336,0.10129686506234173
26879,0.024468671974466637,0.03161523662016724
26880,0.04965590944579195,0.12111043247918148
26881,0.037528018981537986,0.06179408069007904
26882,0.034196243511930347,0.08908443245340261
26883,0.08193299359395902,0.1319566102218995
26884,0.11650106673656932,0.10384062471826982
26885,0.28411216042104526,0.8714442854177606
26886,0.1379445818015382,0.7608419979225831
26887,0.5805343810376681,0.8281285301961399
26888,0.8171112286401678,0.9190608399146556
26889,0.17761101313433278,0.11010656411441183
26890,0.036244954541463516,0.3650949726010426
26891,0.2137771105313202,0.47404611827267923
26892,0.12676733803031845,0.7846577256997658
26893,0.08675106134046026,0.17561029981585854
26894,0.1642350744355203,0.35596725028214043
26895,0.12649973225923475,0.8055705381413361
26896,0.06110479387141783,0.08761793920258851
26897,0.07095706595524436,0.4560857469071431
26898,0.23363302231863523,0.7069871476348285
26899,0.04981314619717191,0.06899504090245014
26900,0.14785058221123473,0.18646511100317562
26901,0.0167360424664126,0.45098576349056235
26902,0.27168412164874955,0.9343975439296808
26903,0.13824968834529802,0.04406236810891966
26904,0.09125617776277947,0.3118588062978734
26905,0.3912699679922279,0.7106943010267321
26906,0.07330383320191367,0.3228896584617243
26907,0.025665238565245878,0.49469199989237933
26908,0.30850953455134844,0.8040977385068787
26909,0.0646574449802489,0.29699573434256166
26910,0.061968660717184584,0.3575230915667505
26911,0.03660148902739362,0.0423546297209299
26912,0.4622992129391699,0.9207677940822337
26913,0.7529263746979314,0.8369434595732718
26914,0.07055460582840155,0.10500159621358286
26915,0.11483796108317268,0.6279970956113625
26916,0.09349350452837074,0.29227543548555246
26917,0.01834901627185556,0.0066252709312932725
26918,0.6799329632836625,0.8863130618386721
26919,0.6353380103147016,0.7807548880136149
26920,0.03891671197194146,0.11500965596683198
26921,0.17686249966769402,0.8491101094622291
26922,0.08153595053277511,0.6455101115533449
26923,0.13245376666958575,0.6143042804599562
26924,0.6321258445377371,0.8720497946635436
26925,0.06850779454424047,0.6653834696916943
26926,0.5285807078487301,0.4020736440109271
26927,0.29585544335045494,0.5531306609571468
26928,0.04797560615643401,0.31221964232999366
26929,0.09544249605575889,0.17545628573332464
26930,0.5102024425466389,0.7997603722544848
26931,0.12911559330523412,0.3874276282768183
26932,0.08186392738656458,0.8692694859051805
26933,0.18001060837942148,0.7162010185445472
26934,0.4554242883062234,0.6161295342481122
26935,0.18557495934618384,0.5109736306126053
26936,0.3789415958963094,0.2626162205741243
26937,0.28390079284099845,0.7290882408348258
26938,0.0957342581455353,0.10466014917721855
26939,0.05730879488167693,0.06807728926277917
26940,0.06020573300713789,0.10607284720285585
26941,0.06492466321972684,0.5455547533991144
26942,0.5750154047230256,0.7822076709213444
26943,0.16455338850050213,0.6195626737883755
26944,0.09130732509791191,0.1882444055174147
26945,0.131117850369321,0.5083318331104556
26946,0.21824026232280525,0.6963563195700888
26947,0.09501727269323629,0.8973648921870995
26948,0.024410853267694155,0.09417423544007635
26949,0.023810129006409372,0.04373780229348927
26950,0.05792718030213841,0.46251685466497994
26951,0.0835997658162364,0.3006781084198285
26952,0.8010818891024978,0.9161484267925268
26953,0.6522893420152055,0.9663482627878419
26954,0.05465377088899814,0.18457110364486953
26955,0.16922920350483936,0.5
26956,0.26344060759825827,0.2768015248457676
26957,0.04408706416421037,0.8587472899653809
26958,0.41416029562351536,0.8532564994055398
26959,0.05743142507287846,0.17014547338924396
26960,0.05462802260779767,0.07432364193180353
26961,0.1517688606758145,0.5395632438585021
26962,0.28005777326783027,0.9154097404252364
26963,0.10257951694524234,0.2565993497624097
26964,0.15621740114271884,0.18920880340527396
26965,0.7147103244419537,0.9335133853676948
26966,0.02350706215632567,0.021177965785989114
26967,0.19286738660204095,0.48360331495106795
26968,0.06489471123499635,0.8429619640136008
26969,0.05560379787661841,0.2110259657465802
26970,0.6161187960262965,0.3701872783198578
26971,0.12386410693923734,0.35202230224370357
26972,0.010135382375160644,0.03628945575860439
26973,0.052870278493275955,0.16152484547565535
26974,0.13681413847599116,0.303394185229555
26975,0.09476264583831814,0.5978253275198638
26976,0.8395184434638225,0.3807405323105566
26977,0.0827385984603982,0.23622438883264743
26978,0.06680248022909807,0.8024969821693377
26979,0.3069037029468747,0.5702691617149108
26980,0.04147385155249235,0.0598706788306296
26981,0.0965352664016015,0.28634275396546455
26982,0.5307051339384816,0.9054738220010553
26983,0.13477935453313347,0.5790691130830562
26984,0.10568283363500675,0.14620824246302028
26985,0.0276169127784415,0.08735925808702255
26986,0.2231411549963849,0.4903145645111847
26987,0.09338259683439447,0.2566345370732759
26988,0.02916725384161435,0.12012157946512599
26989,0.2633626928052759,0.7350234318961172
26990,0.03024110289772473,0.10664839315737683
26991,0.20553909153943664,0.2693255947040265
26992,0.29139825212931286,0.43986091229583024
26993,0.15494334386205338,0.8122542210312524
26994,0.5157062489272378,0.6586134631260143
26995,0.4023920271512298,0.6879122927372407
26996,0.1943498225576439,0.4767210311477795
26997,0.007669727231977962,0.07823137724012541
26998,0.03895503415678345,0.046718503634165576
26999,0.40965928150883113,0.4046768212579413
27000,0.1361036775843914,0.3505198288259152
27001,0.06760556531769021,0.7567786318316715
27002,0.00929063521703618,0.21092869323252333
27003,0.07796952485770779,0.15582326544795408
27004,0.16339534750837298,0.48941099599945853
27005,0.3100688105453482,0.7331804245449962
27006,0.7389145926346695,0.9233045892988643
27007,0.09579376059355531,0.3554418774672138
27008,0.06684254564562087,0.09482451346540759
27009,0.08867183900274571,0.22251866940339182
27010,0.10799128945800232,0.15585200445899994
27011,0.07990224335717044,0.11169246938881501
27012,0.35394889814964586,0.5600871857362054
27013,0.11316920671928517,0.41752008698610216
27014,0.04793434397436367,0.230386947323778
27015,0.06336566293609976,0.12465325011425239
27016,0.1234739502346059,0.33716920118651234
27017,0.33621495276754393,0.6281440286822475
27018,0.1247873649900779,0.2070356859813748
27019,0.832834426626666,0.9394342149937827
27020,0.18492904660915957,0.21818566675553744
27021,0.17253065682058416,0.4879266202128261
27022,0.19695180838921686,0.43962509504385366
27023,0.16689302104981335,0.16028035049421216
27024,0.12593177484598797,0.23682880960226485
27025,0.0520560839397182,0.017319165359372495
27026,0.10675428655001959,0.47172322363775926
27027,0.14228662013816756,0.8137096370097276
27028,0.34150683992443276,0.8767318822896523
27029,0.18657307781568075,0.401876066060747
27030,0.1633484114032994,0.3178047776756833
27031,0.21175698382948116,0.7743910399496262
27032,0.21587343554397462,0.361189314801646
27033,0.23194425854886838,0.6972822307770317
27034,0.02077951565539718,0.6509144349962094
27035,0.21321512080565896,0.38305314957557807
27036,0.28079352235976124,0.6675791604902508
27037,0.5734012160197793,0.7812314691900202
27038,0.07048324849431446,0.04178424481815335
27039,0.6801850733398931,0.9185868371093131
27040,0.1725666707469774,0.21301664239213786
27041,0.1189846232758147,0.521811518301556
27042,0.10991280590371158,0.5297793156682292
27043,0.5323734018584049,0.716131688519823
27044,0.01419680947155404,0.03369159776698822
27045,0.1959382409623572,0.6122735061343912
27046,0.05511082011278759,0.15272225534841635
27047,0.5253913820983204,0.5341392149247477
27048,0.15991914209532318,0.25113594797226474
27049,0.21434188520906844,0.8984460219507643
27050,0.0653123965360558,0.5571671127016105
27051,0.11170768930313443,0.37695633627053193
27052,0.15000290883818415,0.48613359693328934
27053,0.8605028271385279,0.9369559921584419
27054,0.06041100042520293,0.08495288303959421
27055,0.09615265111321006,0.8848006948804308
27056,0.033717785729899884,0.034141762435096146
27057,0.009623215801733156,0.04115525069819618
27058,0.8359757436310457,0.8664212180342056
27059,0.07628793426599802,0.26879764820492597
27060,0.0638227024366967,0.38212040551035376
27061,0.27714222118032733,0.39621502255439295
27062,0.1022508907213221,0.5121515466362176
27063,0.08759820961315821,0.5550631329417506
27064,0.24871313638761888,0.5357604282722224
27065,0.09546628856831782,0.5193251248146968
27066,0.052711128206393794,0.637996544522407
27067,0.4055045814924193,0.6882683001723798
27068,0.8079670894091554,0.9089157570027011
27069,0.4717767715910104,0.951844722193981
27070,0.023535805036666163,0.051953040313718724
27071,0.05462260901307945,0.09189934675570562
27072,0.07481307309328541,0.5237403442049783
27073,0.05081401358136283,0.8371628761933679
27074,0.06514682054910083,0.38380548815175336
27075,0.6602628981113384,0.8530902674895195
27076,0.5091394829138584,0.7897721699779734
27077,0.03846548222253579,0.05359848077223684
27078,0.2820594595117852,0.8000152992143802
27079,0.24601128819880122,0.9410354330142826
27080,0.07802735900191714,0.3403665394013164
27081,0.028477642505381366,0.7354362713740976
27082,0.20968684785295136,0.41292327046260047
27083,0.06687836791988852,0.3367063860093359
27084,0.7318496358140176,0.6448536391570621
27085,0.06303356940401715,0.015243764052842737
27086,0.10177604015725529,0.11696190659091178
27087,0.1808542435654335,0.2919401584399519
27088,0.23827145145327716,0.6977038576349248
27089,0.2369826826218125,0.24588402075024332
27090,0.20001341881789209,0.5571668996478247
27091,0.5242613264891981,0.10303295785566693
27092,0.08710176859691168,0.3307086086901533
27093,0.23040567935032083,0.3331795256547028
27094,0.015240274586585027,0.03982573151337377
27095,0.12063143107075779,0.6072865677939261
27096,0.04441872035004449,0.18337133336650543
27097,0.568602370517065,0.7022744402695983
27098,0.5,0.7069742615008284
27099,0.1758807992782708,0.5659355085131508
27100,0.11642135423342183,0.7206678600567625
